Player ,Grade,Position,Team,Year ,ConfStanding,c,po,a,e,fp,dp,sba,csb,sbap,pb,ci,GoldGlove
Aramovich,Fr,P,ASU,2013,7,11,1,8,2,0.818,0,13,2,0.867,0,0,No
Bollig,Fr,INF,ASU,2013,7,111,40,53,18,0.838,12,0,0,0,0,0,No
English,Fr,P,ASU,2013,7,10,1,8,1,0.9,1,17,6,0.739,0,0,No
Granzella,Fr,OF,ASU,2013,7,109,102,0,7,0.936,0,0,0,0,0,0,No
Jones,Fr,OF,ASU,2013,7,3,3,0,0,1,0,0,0,0,0,0,No
Moldenhauer,Fr,C,ASU,2013,7,46,43,3,0,1,0,21,1,0.955,2,0,No
Morley,Fr,OF,ASU,2013,7,92,87,1,4,0.957,0,0,0,0,0,0,No
Nutsch,Fr,INF,ASU,2013,7,27,8,16,3,0.889,3,1,0,1,0,0,No
Richardson,Fr,P,ASU,2013,7,11,3,8,0,1,1,8,4,0.667,0,0,No
Thurston,Fr,INF,ASU,2013,7,198,77,108,13,0.934,24,0,0,0,0,0,No
Tiernan,Fr,C,ASU,2013,7,67,49,16,2,0.97,0,23,10,0.697,6,0,No
Wells,Fr,INF,ASU,2013,7,155,139,13,3,0.981,11,0,0,0,0,0,No
Wiemers,Fr,P,ASU,2013,7,8,2,6,0,1,0,7,3,0.7,0,0,No
Wilson,Fr,INF,ASU,2013,7,13,3,8,2,0.846,3,0,1,0,0,0,No
Garmendia,Fr,INF,ASU,2014,6,153,37,96,20,0.869,13,0,0,0,0,0,No
Heaton,Fr,OF,ASU,2014,6,3,3,0,0,1,0,0,0,0,0,0,No
Sherry,Fr,P,ASU,2014,6,1,0,1,0,1,0,3,3,0.5,0,0,No
April,Fr,C, ASU ,2015,4,10 ,8 ,1 ,1 ,.900 ,0 ,3 ,0 ,1.000 ,0 ,0 ,No
Garcia,Fr,P, ASU ,2015,4,3 ,2 ,1 ,0 ,1.000 ,0 ,2 ,3 ,.400 ,0 ,0 ,No
Keaton,Fr,INF, ASU ,2015,4,4 ,0 ,3 ,1 ,.750 ,0 ,3 ,1 ,.750 ,0 ,0 ,No
Ryan,Fr,C, ASU ,2016,4,2 ,2 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Aker,Fr,P, ASU ,2017,9,4 ,1 ,3 ,0 ,1.000 ,1 ,1 ,0 ,1.000 ,0 ,0 ,No
Brown,Fr,INF, ASU ,2017,9,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Hildebrandt,Fr,INF, ASU ,2017,9,30 ,13 ,13 ,4 ,.867 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Maldonado,Fr,P, ASU ,2017,9,12 ,10 ,2 ,0 ,1.000 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Ryan,Fr,C, ASU ,2017,9,4 ,4 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Batt,Fr,C,CCU,2013,8,106,99,5,2,0.981,1,50,4,0.926,8,0,No
Brandt,Fr,INF,CCU,2013,8,30,6,20,4,0.867,2,0,0,0,0,0,No
Moore,Fr,P,CCU,2013,8,4,1,3,0,1,0,6,3,0.667,0,0,No
Reynolds,Fr,P,CCU,2013,8,1,0,1,0,1,0,3,0,1,0,0,No
Romero,Fr,INF,CCU,2013,8,5,5,0,0,1,0,0,0,0,0,0,No
Atkerson,Fr,P,CCU,2014,8,93,62,27,4,0.957,4,11,7,0.611,0,0,No
Brozovich,Fr,P,CCU,2014,8,55,47,4,4,0.927,1,0,0,0,0,0,No
Dollarhyde,Fr,P,CCU,2014,8,44,10,31,3,0.932,2,5,5,0.5,0,0,No
Graves,Fr,P,CCU,2014,8,7,5,1,1,0.857,0,4,0,1,0,0,No
Hesselberg,Fr,INF,CCU,2014,8,182,80,87,15,0.918,17,0,0,0,0,0,No
McLaughlin,Fr,P,CCU,2014,8,3,1,2,0,1,0,2,0,1,0,0,No
Mitchell,Fr,P,CCU,2014,8,1,1,0,0,1,0,2,0,1,0,0,No
Brenton,Fr,INF, CCU ,2015,8,57 ,27 ,29 ,1 ,.982 ,7 ,0 ,0 ,0 ,0 ,0 ,No
Cantrell,Fr,P, CCU ,2015,8,3 ,1 ,1 ,1 ,.667 ,0 ,3 ,0 ,1.000 ,0 ,0 ,No
Crider,Fr,INF, CCU ,2015,8,23 ,3 ,18 ,2 ,.913 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Fontneau,Fr,P, CCU ,2015,8,0 ,0 ,0 ,0 ,.000 ,0 ,2 ,1 ,.667 ,0 ,0 ,No
Galambos,Fr,INF, CCU ,2015,8,85 ,26 ,49 ,10 ,.882 ,6 ,0 ,0 ,0 ,0 ,0 ,No
Gallegos,Fr,OF, CCU ,2015,8,116 ,113 ,2 ,1 ,.991 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Jorgensen,Fr,P, CCU ,2015,8,2 ,1 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Marler,Fr,C, CCU ,2015,8,80 ,72 ,6 ,2 ,.975 ,0 ,43 ,2 ,.956 ,5 ,0 ,No
Richardson,Fr,UT, CCU ,2015,8,31 ,30 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Scheffel,Fr,P, CCU ,2015,8,8 ,2 ,6 ,0 ,1.000 ,1 ,1 ,0 ,1.000 ,0 ,0 ,No
Weaver,Fr,P, CCU ,2015,8,13 ,2 ,9 ,2 ,.846 ,1 ,6 ,4 ,.600 ,0 ,0 ,No
Fink,Fr,P, CCU ,2016,8,5 ,1 ,4 ,0 ,1.000 ,1 ,10 ,4 ,.714 ,0 ,0 ,No
Ginn,Fr,P, CCU ,2016,8,2 ,0 ,2 ,0 ,1.000 ,0 ,9 ,3 ,.750 ,0 ,0 ,No
Gooch,Fr,OF, CCU ,2016,8,33 ,32 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Graves,Fr,INF, CCU ,2016,8,20 ,3 ,14 ,3 ,.850 ,0 ,9 ,2 ,.818 ,0 ,0 ,No
Gallegos,Fr,OF, CCU ,2017,8,67 ,39 ,20 ,8 ,.881 ,5 ,0 ,0 ,0 ,0 ,0 ,No
Henning,Fr,P, CCU ,2017,8,4 ,1 ,2 ,1 ,.750 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Hunter,Fr,P, CCU ,2017,8,17 ,12 ,3 ,2 ,.882 ,0 ,5 ,0 ,1.000 ,0 ,0 ,No
Rivera,Fr,P, CCU ,2017,8,10 ,0 ,8 ,2 ,.800 ,0 ,6 ,2 ,.750 ,0 ,0 ,No
Allen,Fr,P,CMU,2013,1,1,0,1,0,1,0,0,0,0,0,0,No
Audino,Fr,INF,CMU,2013,1,2,0,1,1,0.5,0,0,0,0,0,0,No
Green,Fr,P,CMU,2013,1,0,0,0,0,0,0,0,0,0,0,0,No
Arrellano,Fr,P,CMU,2014,1,0,0,0,0,0,0,0,0,0,0,0,No
Druce,Fr,C,CMU,2014,1,48,45,2,1,0.979,5,0,0,0,0,0,No
Elcock,Fr,OF,CMU,2014,1,69,21,41,7,0.899,5,0,0,0,0,0,No
Elcock,Fr,INF,CMU,2014,1,6,5,0,1,0.833,0,0,0,0,0,0,No
Gonzalez,Fr,OF,CMU,2014,1,7,6,1,0,1,1,0,0,0,0,0,No
Serrano,Fr,C,CMU,2014,1,52,47,5,0,1,0,0,2,0,0,0,No
Ball,Fr,INF, CMU ,2015,1,1 ,0 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Cardinale,Fr,P, CMU ,2015,1,13 ,3 ,9 ,1 ,.923 ,1 ,13 ,4 ,.765 ,0 ,0 ,No
Johnson,Fr,INF, CMU ,2015,1,2 ,1 ,1 ,0 ,1.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Madris,Fr,OF, CMU ,2015,1,201 ,194 ,3 ,4 ,.980 ,17 ,0 ,1 ,.000 ,0 ,0 ,No
McLeod,Fr,INF, CMU ,2015,1,183 ,43 ,129 ,11 ,.940 ,31 ,0 ,0 ,0 ,0 ,0 ,No
Prokopis,Fr,P, CMU ,2015,1,2 ,2 ,0 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Sandoval,Fr,P, CMU ,2015,1,3 ,1 ,1 ,1 ,.667 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Volger,Fr,INF, CMU ,2015,1,4 ,0 ,4 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Walker,Fr,P, CMU ,2015,1,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Woods,Fr,INF, CMU ,2015,1,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Beaudrie,Fr,P, CMU ,2016,1,7 ,4 ,3 ,0 ,1.000 ,2 ,0 ,1 ,.000 ,0 ,0 ,No
Dixon,Fr,INF, CMU ,2016,1,21 ,20 ,1 ,0 ,1.000 ,3 ,0 ,0 ,0 ,0 ,0 ,No
Landis,Fr,P, CMU ,2016,1,1 ,0 ,1 ,0 ,1.000 ,0 ,0 ,1 ,.000 ,0 ,0 ,No
Leahy,Fr,P, CMU ,2016,1,2 ,1 ,1 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
McDermott,Fr,P, CMU ,2016,1,14 ,3 ,10 ,1 ,.929 ,0 ,1 ,3 ,.250 ,0 ,0 ,No
Rempel,Fr,C, CMU ,2016,1,27 ,27 ,0 ,0 ,1.000 ,4 ,0 ,0 ,0 ,1 ,0 ,No
Dye,Fr,P, CMU ,2017,1,3 ,2 ,1 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Reynolds,Fr,OF, CMU ,2017,1,49 ,12 ,32 ,5 ,.898 ,3 ,0 ,0 ,0 ,0 ,0 ,No
Bevan,Fr,INF,CSM,2013,5,13,3,9,1,0.923,1,0,0,0,0,0,No
Fraley,Fr,INF,CSM,2013,5,0,0,0,0,0,0,0,0,0,0,0,No
Kovach,Fr,P,CSM,2013,5,1,1,0,0,1,0,0,0,0,0,0,No
Lopez,Fr,OF,CSM,2013,5,8,8,0,0,1,0,0,0,0,0,0,No
Martin,Fr,P,CSM,2013,5,0,0,0,0,0,0,1,0,1,0,0,No
Olinger,Fr,UT,CSM,2013,5,187,177,7,3,0.984,10,0,1,0,0,0,No
Ramos,Fr,INF,CSM,2013,5,163,48,103,12,0.926,17,0,0,0,0,0,No
Rooney,Fr,P,CSM,2013,5,20,2,16,2,0.9,0,5,4,0.556,0,0,No
Rodgers,Fr,P,CSM,2013,5,1,0,1,0,1,0,1,0,1,0,0,No
Stevens,Fr,INF,CSM,2013,5,11,7,3,1,0.909,0,0,0,0,0,0,No
Tanner,Fr,P,CSM,2013,5,3,2,1,0,1,0,1,0,1,0,0,No
Vitulli,Fr,P,CSM,2013,5,6,1,4,1,0.833,0,13,1,0.929,0,0,No
Lambert,Fr,P,CSM,2014,4,7,6,0,1,0.857,0,0,0,0,0,0,No
MacDonald,Fr,P,CSM,2014,4,1,0,1,0,1,0,0,0,0,0,0,No
Marvel,Fr,OF,CSM,2014,4,93,91,1,1,0.989,0,0,0,0,0,0,No
Phillips,Fr,P,CSM,2014,4,1,1,0,0,1,0,0,0,0,0,0,No
Smith,Fr,INF,CSM,2014,4,201,71,117,13,0.935,31,0,0,0,0,0,No
Smythe,Fr,P,CSM,2014,4,5,1,4,0,1,0,1,1,0.5,0,0,No
Valerio,Fr,P,CSM,2014,4,8,1,7,0,1,0,2,4,0.333,0,0,No
Burman,Fr,OF, CSM ,2015,6,35 ,19 ,12 ,4 ,.886 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Englehart,Fr,P, CSM ,2015,6,5 ,3 ,2 ,0 ,1.000 ,0 ,1 ,3 ,.250 ,0 ,0 ,No
Jones,Fr,C, CSM ,2015,6,103 ,91 ,9 ,3 ,.971 ,0 ,15 ,5 ,.750 ,1 ,1 ,No
Martin,Fr,P, CSM ,2015,6,4 ,1 ,2 ,1 ,.750 ,0 ,3 ,3 ,.500 ,0 ,0 ,No
Maxey,Fr,OF, CSM ,2015,6,11 ,6 ,4 ,1 ,.909 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Moxley,Fr,C, CSM ,2015,6,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Reed,Fr,P, CSM ,2015,6,1 ,0 ,1 ,0 ,1.000 ,0 ,0 ,1 ,.000 ,0 ,0 ,No
Ciraula,Fr,INF, CSM ,2016,2,145 ,48 ,90 ,7 ,.952 ,27 ,0 ,0 ,0 ,0 ,0 ,No
Gangwish,Fr,C, CSM ,2016,2,89 ,69 ,15 ,5 ,.944 ,0 ,12 ,4 ,.750 ,4 ,2 ,No
Millar,Fr,P, CSM ,2016,2,1 ,1 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Pigati,Fr,P, CSM ,2016,2,2 ,0 ,2 ,0 ,1.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Popp,Fr,OF, CSM ,2016,2,5 ,3 ,1 ,1 ,.800 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Selsor,Fr,INF, CSM ,2016,2,369 ,349 ,15 ,5 ,.986 ,34 ,0 ,0 ,0 ,0 ,0 ,No
VanZale,Fr,OF, CSM ,2016,2,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Blomster,Fr,P, CSM ,2017,2,10 ,3 ,5 ,2 ,.800 ,0 ,4 ,2 ,.667 ,0 ,0 ,No
Daly,Fr,INF, CSM ,2017,2,132 ,36 ,85 ,11 ,.917 ,11 ,0 ,0 ,0 ,0 ,0 ,No
Gregory,Fr,P, CSM ,2017,2,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Martin,Fr,P, CSM ,2017,2,1 ,0 ,1 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Menard,Fr,OF, CSM ,2017,2,2 ,0 ,2 ,0 ,1.000 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Pennington,Fr,P, CSM ,2017,2,11 ,2 ,9 ,0 ,1.000 ,0 ,8 ,1 ,.889 ,0 ,0 ,No
Starr,Fr,P, CSM ,2017,2,0 ,0 ,0 ,0 ,.000 ,0 ,1 ,1 ,.500 ,0 ,0 ,No
Bregar,Fr,INF,CSUP,2013,2,412,384,24,4,0.99,33,0,0,0,0,0,No
Megyeri,Fr,P,CSUP,2013,2,0,0,0,0,0,0,0,0,0,0,0,No
Garcia,Fr,P, CSUP ,2015,2,0 ,0 ,0 ,0 ,.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Sauceda,Fr,OF, CSUP ,2016,3,62 ,57 ,3 ,2 ,.968 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Waters,Fr,INF, CSUP ,2017,4,1 ,0 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Calhoun,Fr,C,MSUD,2013,6,15,12,2,1,0.933,0,0,0,0,1,0,No
Mau,Fr,OF,MSUD,2013,6,27,26,1,0,1,0,0,0,0,0,0,No
Paust,Fr,INF,MSUD,2013,6,41,7,27,7,0.829,1,1,0,1,0,0,No
Stimpson,Fr,P,MSUD,2013,6,1,1,0,0,1,0,0,0,0,0,0,No
Bean,Fr,C,MSUD,2014,7,88,82,5,1,0.989,6,3,0,1,1,0,No
Hansen,Fr,P,MSUD,2014,7,1,0,0,1,0,0,1,0,1,0,0,No
Thurston,Fr,INF,MSUD,2014,7,36,10,19,7,0.806,5,0,0,0,0,0,No
Hahn,Fr,OF, MSUD ,2015,3,3 ,2 ,0 ,1 ,.667 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Juhl,Fr,C, MSUD ,2015,3,23 ,20 ,3 ,0 ,1.000 ,0 ,3 ,1 ,.750 ,0 ,0 ,No
Vega,Fr,P, MSUD ,2015,3,7 ,3 ,4 ,0 ,1.000 ,0 ,1 ,1 ,.500 ,0 ,0 ,No
Germani,Fr,OF, MSUD ,2016,5,26 ,25 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Gjersee,Fr,P, MSUD ,2016,5,0 ,0 ,0 ,0 ,.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Pepin,Fr,P, MSUD ,2016,5,2 ,1 ,1 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Rowley,Fr,P, MSUD ,2016,5,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Tulley,Fr,INF, MSUD ,2016,5,3 ,1 ,2 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Bohannon,Fr,P, MSUD ,2017,3,7 ,2 ,5 ,0 ,1.000 ,0 ,5 ,1 ,.833 ,0 ,0 ,No
Crader,Fr,INF, MSUD ,2017,3,1 ,1 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Dammel,Fr,INF, MSUD ,2017,3,2 ,1 ,1 ,0 ,1.000 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Nelson,Fr,INF, MSUD ,2017,3,10 ,10 ,0 ,0 ,1.000 ,3 ,0 ,0 ,0 ,0 ,0 ,No
Shetterly,Fr,OF, MSUD ,2017,3,5 ,3 ,2 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Tabor,Fr,P, MSUD ,2017,3,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Trujillo,Fr,P,NMHU,2014,2,3,0,3,0,1,0,0,2,0,0,0,No
Boehler,Fr,INF, NMHU ,2015,5,14 ,4 ,9 ,1 ,.929 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Chavez,Fr,P, NMHU ,2015,5,372 ,352 ,15 ,5 ,.987 ,29 ,0 ,0 ,0 ,0 ,0 ,No
Jensen,Fr,OF, NMHU ,2015,5,24 ,22 ,1 ,1 ,.958 ,0 ,0 ,0 ,0 ,0 ,0 ,No
McDougall,Fr,INF, NMHU ,2015,5,6 ,6 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Lamont,Fr,P, NMHU ,2016,7,86 ,68 ,16 ,2 ,.977 ,5 ,10 ,2 ,.833 ,0 ,0 ,No
Padilla,Fr,P, NMHU ,2017,7,1 ,0 ,0 ,1 ,.000 ,0 ,2 ,2 ,.500 ,0 ,0 ,No
Long,Fr,P,RU,2013,4,4,2,2,0,1,0,2,0,1,0,0,No
Overboe,Fr,C,RU,2013,4,230,202,24,4,0.983,2,23,15,0.605,4,1,No
Schwein,Fr,P,RU,2013,4,24,6,17,1,0.958,1,2,3,0.4,0,0,No
DiPaola,Fr,P,RU,2014,5,10,1,8,1,0.9,0,6,3,0.667,0,0,No
Hawkins,Fr,INF,RU,2014,5,240,69,138,33,0.863,18,0,0,0,0,0,No
Mulhern,Fr,OF,RU,2014,5,30,28,2,0,1,0,0,0,0,0,0,No
Potter,Fr,OF,RU,2014,5,22,19,1,2,0.909,0,0,0,0,0,0,No
Powers,Fr,C,RU,2014,5,7,6,1,0,1,0,0,0,0,1,0,No
Thoutt,Fr,P,RU,2014,5,6,0,5,1,0.833,0,6,4,0.6,0,0,No
Heibult,Fr,P, RU ,2015,7,10 ,0 ,10 ,0 ,1.000 ,1 ,14 ,4 ,.778 ,0 ,0 ,No
Dedin,Fr,INF, RU ,2015,7,8 ,6 ,2 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Modi,Fr,OF, RU ,2015,7,6 ,6 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Quackenbush,Fr,P, RU ,2015,7,4 ,1 ,3 ,0 ,1.000 ,0 ,0 ,1 ,.000 ,0 ,0 ,No
Griffith,Fr,P, RU ,2015,7,3 ,2 ,1 ,0 ,1.000 ,0 ,4 ,0 ,1.000 ,0 ,0 ,No
Kriz,Fr,OF, RU ,2015,7,3 ,3 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Bryniarski,Fr,INF, RU ,2015,7,367 ,346 ,18 ,3 ,.992 ,28 ,0 ,0 ,0 ,0 ,0 ,No
Flint,Fr,OF, RU ,2015,7,77 ,74 ,2 ,1 ,.987 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Meinhofer,Fr,INF, RU ,2015,7,206 ,71 ,124 ,11 ,.947 ,26 ,0 ,0 ,0 ,0 ,0 ,No
Bitar,Fr,C, RU ,2015,7,123 ,107 ,9 ,7 ,.943 ,1 ,30 ,3 ,.909 ,9 ,3 ,No
Rochon,Fr,INF, RU ,2015,7,30 ,27 ,1 ,2 ,.933 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Gotsis,Fr,P, RU ,2015,7,14 ,2 ,9 ,3 ,.786 ,1 ,1 ,4 ,.200 ,0 ,0 ,No
Sanchez,Fr,P, RU ,2016,6,2 ,1 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Fischetti,Fr,P, RU ,2017,6,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Karhoff,Fr,P, RU ,2017,6,2 ,0 ,2 ,0 ,1.000 ,0 ,6 ,3 ,.667 ,0 ,0 ,No
Klatke,Fr,P, RU ,2017,6,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
McMahon,Fr,P, RU ,2017,6,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Orozco,Fr,OF, RU ,2017,6,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Phillips,Fr,C, RU ,2017,6,21 ,20 ,1 ,0 ,1.000 ,3 ,3 ,0 ,1.000 ,2 ,0 ,No
Renfrew,Fr,P, RU ,2017,6,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0,No
Salazar,Fr,Utl., RU ,2017,6,7 ,3 ,4 ,0 ,1.000 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Tierney,Fr,OF, RU ,2017,6,79 ,75 ,3 ,1 ,.987 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Zimmerman,Fr,OF, RU ,2017,6,28 ,27 ,0 ,1 ,.964 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Ludwig,Fr,INF, UCCS ,2017,5,160 ,51 ,91 ,18 ,.888 ,7 ,0 ,0 ,0 ,0 ,0 ,No
McDermott,Fr,INF, UCCS ,2017,5,223 ,69 ,145 ,9 ,.960 ,30 ,0 ,0 ,0 ,0 ,0 ,No
Silva,Fr,P, UCCS ,2017,5,13 ,4 ,8 ,1 ,.923 ,1 ,8 ,3 ,.727 ,0 ,0 ,No
Kriesel,Jr,P,ASU,2013,7,7,1,4,2,0.714,0,5,2,0.714,0,0,No
Maples,Jr,C,ASU,2013,7,129,101,21,7,0.946,0,58,14,0.806,7,2,No
Robinson,Jr,INF,ASU,2013,7,4,1,3,0,1,1,0,0,0,0,0,No
Rochford,Jr,P,ASU,2013,7,6,0,6,0,1,0,11,1,0.917,0,0,No
Wold,Jr,OF,ASU,2013,7,92,84,2,6,0.935,0,0,0,0,0,0,No
Aramovich,Jr,P,ASU,2014,6,1,0,1,0,1,0,2,1,0.667,0,0,No
Godfrey,Jr,P,ASU,2014,6,6,0,5,1,0.833,1,9,0,1,0,0,No
Heredia,Jr,P,ASU,2014,6,13,6,6,1,0.923,1,26,1,0.963,0,0,No
Huggins,Jr,INF,ASU,2014,6,90,24,53,13,0.856,12,0,0,0,0,0,No
MacMahon,Jr,P,ASU,2014,6,9,4,5,0,1,0,23,6,0.793,0,0,No
Montoya,Jr,C,ASU,2014,6,125,102,16,7,0.944,0,56,9,0.862,1,1,No
Nelson,Jr,OF,ASU,2014,6,52,50,1,1,0.981,0,0,0,0,0,0,No
Richardso,Jr,P,ASU,2014,6,2,0,2,0,1,0,9,1,0.9,0,0,No
Tiernan,Jr,C,ASU,2014,6,66,51,13,2,0.97,0,20,7,0.741,1,0,No
Williams,Jr,P,ASU,2014,6,14,4,9,1,0.929,0,10,3,0.769,0,0,No
Wilson,Jr,INF,ASU,2014,6,6,2,3,1,0.833,2,0,0,0,0,0,No
Wright,Jr,P,ASU,2014,6,5,1,3,1,0.8,0,11,0,1,0,0,No
Bollig,Jr,OF, ASU ,2015,4,73 ,64 ,6 ,3 ,.959 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Bradshaw,Jr,P, ASU ,2015,4,0 ,0 ,0 ,0 ,.000 ,0 ,2 ,1 ,.667 ,0 ,0 ,No
Cox,Jr,OF, ASU ,2015,4,6 ,5 ,0 ,1 ,.833 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Gonzales,Jr,INF, ASU ,2015,4,36 ,13 ,18 ,5 ,.861 ,3 ,0 ,0 ,0 ,0 ,0 ,No
Granzella,Jr,OF, ASU ,2015,4,79 ,71 ,3 ,5 ,.937 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Moldenhauer,Jr,C, ASU ,2015,4,272 ,250 ,19 ,3 ,.989 ,22 ,6 ,0 ,1.000 ,1 ,0 ,No
