Player ,Grade,Position,Team,Year ,ConfStanding,c,po,a,e,fp,dp,sba,csb,sbap,pb,ci,GoldGlove
Morley,Jr,OF, ASU ,2015,4,123 ,113 ,7 ,3 ,.976 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Nutsch,Jr,P, ASU ,2015,4,3 ,2 ,1 ,0 ,1.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Parise,Jr,P, ASU ,2015,4,2 ,0 ,2 ,0 ,1.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Porreco,Jr,OF, ASU ,2015,4,32 ,31 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Thurston,Jr,INF, ASU ,2015,4,227 ,113 ,103 ,11 ,.952 ,30 ,0 ,0 ,0 ,0 ,0 ,No
Wells,Jr,INF, ASU ,2015,4,190 ,176 ,12 ,2 ,.989 ,16 ,0 ,0 ,0 ,0 ,0 ,No
Wiemers,Jr,P, ASU ,2015,4,6 ,3 ,2 ,1 ,.833 ,0 ,7 ,2 ,.778 ,0 ,0 ,No
Wilson,Jr,INF, ASU ,2015,4,46 ,16 ,28 ,2 ,.957 ,10 ,0 ,0 ,0 ,0 ,0 ,No
April,Jr,C, ASU ,2016,4,100 ,81 ,12 ,7 ,.930 ,0 ,21 ,5 ,.808 ,6 ,3 ,No
Blackburn,Jr,P, ASU ,2016,4,2 ,0 ,1 ,1 ,.500 ,0 ,0 ,2 ,.000 ,0 ,0 ,No
Bradshaw,Jr,P, ASU ,2016,4,2 ,1 ,1 ,0 ,1.000 ,0 ,1 ,1 ,.500 ,0 ,0 ,No
Brown,Jr,P, ASU ,2016,4,6 ,3 ,3 ,0 ,1.000 ,0 ,1 ,3 ,.250 ,0 ,0 ,No
Denovellis,Jr,INF, ASU ,2016,4,43 ,13 ,25 ,5 ,.884 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Downs,Jr,C, ASU ,2016,4,279 ,222 ,48 ,9 ,.968 ,0 ,35 ,23 ,.603 ,9 ,2 ,No
Ferguson,Jr,P, ASU ,2016,4,8 ,3 ,4 ,1 ,.875 ,0 ,6 ,2 ,.750 ,0 ,0 ,No
Garmendia,Jr,INF, ASU ,2016,4,59 ,18 ,34 ,7 ,.881 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Gavin,Jr,P, ASU ,2016,4,1 ,0 ,0 ,1 ,.000 ,0 ,8 ,1 ,.889 ,0 ,0 ,No
Keaton,Jr,P, ASU ,2016,4,9 ,3 ,6 ,0 ,1.000 ,0 ,10 ,1 ,.909 ,0 ,0 ,No
Mares,Jr,INF, ASU ,2016,4,134 ,38 ,95 ,1 ,.993 ,16 ,0 ,0 ,0 ,0 ,0 ,No
Munford,Jr,P, ASU ,2016,4,4 ,0 ,4 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Sherry,Jr,P, ASU ,2016,4,3 ,0 ,3 ,0 ,1.000 ,0 ,10 ,3 ,.769 ,0 ,0 ,No
Weidner,Jr,INF, ASU ,2016,4,142 ,40 ,91 ,11 ,.923 ,18 ,0 ,0 ,0 ,0 ,0 ,No
Contreras,Jr,P, ASU ,2017,9,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Garcia,Jr,P, ASU ,2017,9,4 ,1 ,2 ,1 ,.750 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Guillory,Jr,C, ASU ,2017,9,5 ,5 ,0 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Kachel,Jr,OF, ASU ,2017,9,57 ,53 ,2 ,2 ,.965 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Lofink,Jr,P, ASU ,2017,9,5 ,1 ,3 ,1 ,.800 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Molina,Jr,P, ASU ,2017,9,1 ,0 ,1 ,0 ,1.000 ,0 ,4 ,3 ,.571 ,0 ,0 ,No
Niemi,Jr,OF, ASU ,2017,9,58 ,57 ,0 ,1 ,.983 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Rone,Jr,P, ASU ,2017,9,1 ,0 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Stanich,Jr,INF, ASU ,2017,9,148 ,133 ,14 ,1 ,.993 ,8 ,0 ,0 ,0 ,0 ,0 ,No
Templin,Jr,INF, ASU ,2017,9,183 ,169 ,12 ,2 ,.989 ,5 ,0 ,0 ,0 ,0 ,0 ,No
Ward,Jr,P, ASU ,2017,9,2 ,0 ,1 ,1 ,.500 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Weber,Jr,P, ASU ,2017,9,12 ,2 ,8 ,2 ,.833 ,0 ,2 ,2 ,.500 ,0 ,0 ,No
Bachara,Jr,OF,CCU,2013,8,77,73,1,3,0.961,0,0,0,0,0,0,No
Dudley,Jr,OF,CCU,2013,8,51,47,2,2,0.961,0,0,0,0,0,0,No
Jones,Jr,INF,CCU,2013,8,155,63,89,3,0.981,19,0,0,0,0,0,No
Landrith,Jr,C,CCU,2013,8,60,51,6,3,0.95,1,21,3,0.875,6,1,No
Panaro,Jr,P,CCU,2013,8,0,0,0,0,0,0,1,0,1,0,0,No
Ray,Jr,INF,CCU,2013,8,195,63,108,24,0.877,21,0,0,0,0,0,No
Richardson,Jr,C,CCU,2013,8,108,90,15,3,0.972,0,37,7,0.841,6,0,No
Barnard,Jr,Inf,CCU,2014,8,226,77,123,26,0.885,25,1,0,1,0,0,No
Conley,Jr,INF,CCU,2014,8,303,287,11,5,0.983,32,0,0,0,0,0,No
Henrichsen,Jr,P,CCU,2014,8,8,2,6,0,1,0,16,2,0.889,0,0,No
McMahon,Jr,INF,CCU,2014,8,115,39,67,9,0.922,9,5,4,0.556,0,0,No
Silva,Jr,OF,CCU,2014,8,104,101,1,2,0.981,0,1,0,1,0,0,No
Witt,Jr,C,CCU,2014,8,58,47,5,6,0.897,4,7,3,0.7,0,0,No
Bednarski,Jr,P, CCU ,2015,8,8 ,3 ,4 ,1 ,.875 ,0 ,8 ,3 ,.727 ,0 ,0 ,No
Erazo,Jr,P, CCU ,2015,8,21 ,10 ,11 ,0 ,1.000 ,2 ,11 ,5 ,.688 ,0 ,0 ,No
Lewis,Jr,P, CCU ,2015,8,4 ,2 ,2 ,0 ,1.000 ,0 ,7 ,0 ,1.000 ,0 ,0 ,No
McWilliams,Jr,INF, CCU ,2015,8,11 ,7 ,3 ,1 ,.909 ,0 ,5 ,1 ,.833 ,0 ,0 ,No
Reynolds,Jr,P, CCU ,2015,8,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Wiederhold,Jr,C, CCU ,2015,8,198 ,163 ,29 ,6 ,.970 ,3 ,31 ,19 ,.620 ,8 ,0 ,No
Zarlengo,Jr,INF, CCU ,2015,8,13 ,13 ,0 ,0 ,1.000 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Armenta,Jr,INF, CCU ,2016,8,185 ,84 ,92 ,9 ,.951 ,22 ,0 ,0 ,0 ,0 ,0 ,No
Atkerson,Jr,P, CCU ,2016,8,76 ,65 ,9 ,2 ,.974 ,0 ,5 ,0 ,1.000 ,0 ,0 ,No
Gallegos,Jr,OF, CCU ,2016,8,98 ,96 ,0 ,2 ,.980 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Graves,Jr,P, CCU ,2016,8,22 ,20 ,1 ,1 ,.955 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Harris,Jr,P, CCU ,2016,8,2 ,1 ,1 ,0 ,1.000 ,0 ,0 ,1 ,.000 ,0 ,0 ,No
Marlar,Jr,P, CCU ,2016,8,6 ,2 ,1 ,3 ,.500 ,0 ,7 ,1 ,.875 ,0 ,0 ,No
Sigrist,Jr,P, CCU ,2016,8,2 ,1 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Bayles,Jr,C, CCU ,2017,8,56 ,43 ,7 ,6 ,.893 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Benson,Jr,P, CCU ,2017,8,8 ,2 ,4 ,2 ,.750 ,0 ,3 ,0 ,1.000 ,0 ,0 ,No
Brenton,Jr,INF, CCU ,2017,8,42 ,11 ,22 ,9 ,.786 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Cantrell,Jr,P, CCU ,2017,8,9 ,1 ,6 ,2 ,.778 ,0 ,7 ,2 ,.778 ,0 ,0,No
Doherty,Jr,INF, CCU ,2017,8,106 ,47 ,51 ,8 ,.925 ,4 ,0 ,0 ,0 ,0 ,0 ,No
Fontneau,Jr,P, CCU ,2017,8,6 ,1 ,4 ,1 ,.833 ,0 ,2 ,1 ,.667 ,0 ,0 ,No
Gray,Jr,OF, CCU ,2017,8,116 ,97 ,12 ,7 ,.940 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Johnson,Jr,P, CCU ,2017,8,67 ,59 ,3 ,5 ,.925 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Loranger,Jr,P, CCU ,2017,8,22 ,5 ,14 ,3 ,.864 ,2 ,13 ,5 ,.722 ,0 ,0 ,No
Maltby,Jr,C, CCU ,2017,8,337 ,295 ,35 ,7 ,.979 ,2 ,64 ,16 ,.800 ,6 ,1 ,No
McTague,Jr,INF, CCU ,2017,8,250 ,234 ,13 ,3 ,.988 ,14 ,0 ,0 ,0 ,0 ,0 ,No
Scheffel,Jr,P, CCU ,2017,8,0 ,0 ,0 ,0 ,.000 ,0 ,4 ,1 ,.800 ,0 ,0 ,No
Wright,Jr,INF, CCU ,2017,8,170 ,56 ,91 ,23 ,.865 ,13 ,1 ,0 ,1.000 ,0 ,0 ,No
Danner,Jr,P,CMU,2013,1,12,4,7,1,0.917,0,3,1,0.75,0,0,No
Davis,Jr,P,CMU,2013,1,11,1,10,0,1,0,1,3,0.25,0,0,No
Dunnington,Jr,P,CMU,2013,1,2,0,2,0,1,0,1,0,1,0,0,No
Kaiser,Jr,OF,CMU,2013,1,64,60,2,2,0.969,0,0,0,0,0,0,No
Kinkade,Jr,INF,CMU,2013,1,105,97,6,2,0.981,7,0,0,0,0,0,No
Lahman,Jr,P,CMU,2013,1,14,5,9,0,1,0,1,3,0.25,0,0,No
Ray,Jr,OF,CMU,2013,1,0,0,0,0,0,0,0,0,0,0,0,No
Schoelkopf,Jr,C,CMU,2013,1,233,217,12,4,0.983,2,18,7,0.72,6,0,No
Behr,Jr,P,CMU,2014,1,4,2,1,1,0.75,0,0,0,0,0,0,No
Delay,Jr,P,CMU,2014,1,22,6,15,1,0.955,0,11,7,0.611,0,0,No
Garcia,Jr,INF,CMU,2014,1,210,84,118,8,0.962,32,0,0,0,0,0,No
Johnson,Jr,P,CMU,2014,1,2,0,1,1,0.5,0,1,0,1,0,0,No
Kovach,Jr,P,CMU,2014,1,0,0,0,0,0,0,0,1,0,0,0,No
Malone,Jr,P,CMU,2014,1,0,0,0,0,0,0,0,0,0,0,0,No
Reno,Jr,P,CMU,2014,1,20,5,14,1,0.95,0,4,1,0.8,0,0,No
Ross,Jr,INF,CMU,2014,1,70,33,36,1,0.986,8,0,0,0,0,0,No
Valenzuela,Jr,OF,CMU,2014,1,109,102,5,2,0.982,0,0,0,0,0,0,No
Wilson,Jr,P,CMU,2014,1,6,1,4,1,0.833,0,3,0,1,0,0,No
Woodward,Jr,INF,CMU,2014,1,163,143,17,3,0.982,20,0,0,0,0,0,No
Allen,Jr,P, CMU ,2015,1,9 ,4 ,4 ,1 ,.889 ,1 ,2 ,2 ,.500 ,0 ,0 ,No
Cantwell,Jr,C, CMU ,2015,1,8 ,8 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
DeSantis,Jr,INF, CMU ,2015,1,53 ,49 ,3 ,1 ,.981 ,5 ,0 ,0 ,0 ,0 ,0 ,No
Ehlers,Jr,P, CMU ,2015,1,14 ,2 ,10 ,2 ,.857 ,0 ,7 ,3 ,.700 ,0 ,0 ,No
Olson,Jr,P, CMU ,2015,1,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Robinson,Jr,OF, CMU ,2015,1,17 ,17 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Romito,Jr,P, CMU ,2015,1,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Samuels,Jr,INF, CMU ,2015,1,42 ,7 ,31 ,4 ,.905 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Young,Jr,OF, CMU ,2015,1,67 ,64 ,2 ,1 ,.985 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Borowski,Jr,INF, CMU ,2016,1,195 ,169 ,23 ,3 ,.985 ,17 ,0 ,1 ,.000 ,0 ,0 ,No
Bott,Jr,P, CMU ,2016,1,5 ,0 ,4 ,1 ,.800 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Contreras,Jr,INF, CMU ,2016,1,54 ,19 ,35 ,0 ,1.000 ,6 ,0 ,0 ,0 ,0 ,0 ,No
Day,Jr,P, CMU ,2016,1,5 ,1 ,4 ,0 ,1.000 ,1 ,2 ,2 ,.500 ,0 ,0 ,No
Druce,Jr,C, CMU ,2016,1,117 ,102 ,12 ,3 ,.974 ,4 ,2 ,4 ,.333 ,1 ,2 ,No
Elcock,Jr,OF, CMU ,2016,1,27 ,25 ,1 ,1 ,.963 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Gonzalez,Jr,OF, CMU ,2016,1,53 ,49 ,4 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Herdt,Jr,P, CMU ,2016,1,12 ,3 ,9 ,0 ,1.000 ,1 ,5 ,4 ,.556 ,0 ,0 ,No
LaCrone,Jr,INF, CMU ,2016,1,138 ,58 ,75 ,5 ,.964 ,17 ,0 ,0 ,0 ,0 ,0 ,No
Serrano,Jr,C, CMU ,2016,1,412 ,370 ,37 ,5 ,.988 ,2 ,13 ,9 ,.591 ,6 ,0 ,No
Ball,Jr,INF, CMU ,2017,1,32 ,21 ,9 ,2 ,.938 ,3 ,0 ,0 ,0 ,0 ,0 ,No
Ballard,Jr,P, CMU ,2017,1,11 ,11 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Ballard,Jr,OF, CMU ,2017,1,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Carr,Jr,INF, CMU ,2017,1,126 ,36 ,83 ,7 ,.944 ,6 ,0 ,0 ,0 ,0 ,0 ,No
Eaton,Jr,OF, CMU ,2017,1,30 ,28 ,2 ,0 ,1.000 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Elcock,Jr,INF, CMU ,2017,1,166 ,140 ,16 ,10 ,.940 ,7 ,0 ,0 ,0 ,0 ,0 ,No
McLeod,Jr,INF, CMU ,2017,1,226 ,69 ,148 ,9 ,.960 ,25 ,0 ,0 ,0 ,0 ,0 ,No
Mielock,Jr,P, CMU ,2017,1,8 ,2 ,5 ,1 ,.875 ,0 ,5 ,0 ,1.000 ,0 ,0 ,No
Nieslanik,Jr,OF, CMU ,2017,1,28 ,23 ,3 ,2 ,.929 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Prokopis,Jr,P, CMU ,2017,1,5 ,1 ,4 ,0 ,1.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Ramirez,Jr,P, CMU ,2017,1,13 ,3 ,9 ,1 ,.923 ,1 ,5 ,4 ,.556 ,0 ,0 ,No
Sandoval,Jr,C, CMU ,2017,1,70 ,62 ,7 ,1 ,.986 ,0 ,4 ,2 ,.667 ,0 ,0 ,No
Wodiuk,Jr,P, CMU ,2017,1,2 ,0 ,2 ,0 ,1.000 ,0 ,0 ,3 ,.000 ,0 ,0 ,No
Basil,Jr,OF,CSM,2013,5,67,64,2,1,0.985,0,0,0,0,0,0,No
Herrin,Jr,P,CSM,2013,5,7,2,5,0,1,0,2,1,0.667,0,0,No
Shannon,Jr,P,CSM,2013,5,3,0,2,1,0.667,0,4,1,0.8,0,0,No
Skrdlant,Jr,INF,CSM,2013,5,97,25,62,10,0.897,10,0,0,0,0,0,No
Bothwell,Jr,INF,CSM,2014,4,231,186,38,7,0.97,20,0,0,0,0,0,No
Chavarria,Jr,OF,CSM,2014,4,38,36,2,0,1,1,0,0,0,0,0,No
Fishel,Jr,C,CSM,2014,4,92,85,3,4,0.957,4,18,0,1,0,1,No
Gilman,Jr,P,CSM,2014,4,11,2,9,0,1,0,8,4,0.667,0,0,No
Ihme,Jr,INF,CSM,2014,4,1,0,1,0,1,0,0,0,0,0,0,No
Johnson,Jr,OF,CSM,2014,4,0,0,0,0,0,0,0,0,0,0,0,No
Schillinger,Jr,C,CSM,2014,4,102,89,10,3,0.971,1,20,5,0.8,2,0,No
Storm,Jr,P,CSM,2014,4,0,0,0,0,0,0,0,0,0,0,0,No
Bevan,Jr,INF, CSM ,2016,2,140 ,47 ,81 ,12 ,.914 ,10 ,0 ,0 ,0 ,0 ,0 ,No
Lambert,Jr,P, CSM ,2016,2,105 ,93 ,9 ,3 ,.971 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Marvel,Jr,OF, CSM ,2016,2,110 ,100 ,7 ,3 ,.973 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Smith,Jr,INF, CSM ,2016,2,212 ,94 ,111 ,7 ,.967 ,28 ,0 ,0 ,0 ,0 ,0 ,No
Smythe,Jr,P, CSM ,2016,2,3 ,0 ,3 ,0 ,1.000 ,0 ,3 ,0 ,1.000 ,0 ,0 ,No
Thomas,Jr,P, CSM ,2016,2,4 ,4 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Valerio,Jr,P, CSM ,2016,2,10 ,1 ,9 ,0 ,1.000 ,0 ,7 ,2 ,.778 ,0 ,0 ,No
Burman,Jr,OF, CSM ,2017,2,11 ,10 ,1 ,0 ,1.000 ,0 ,0 ,1 ,.000 ,0 ,0 ,No
Ekstrom,Jr,P, CSM ,2017,2,12 ,4 ,8 ,0 ,1.000 ,0 ,1 ,2 ,.333 ,0 ,0 ,No
Englehart,Jr,P, CSM ,2017,2,1 ,0 ,1 ,0 ,1.000 ,0 ,5 ,2 ,.714 ,0 ,0 ,No
Jones,Jr,C, CSM ,2017,2,112 ,96 ,16 ,0 ,1.000 ,0 ,16 ,7 ,.696 ,3 ,0 ,No
Martin,Jr,P, CSM ,2017,2,12 ,1 ,10 ,1 ,.917 ,0 ,1 ,2 ,.333 ,0 ,0 ,No
Maxey,Jr,OF, CSM ,2017,2,43 ,12 ,26 ,5 ,.884 ,3 ,0 ,0 ,0 ,0 ,0 ,No
Rodriquez,Jr,INF, CSM ,2017,2,14 ,6 ,7 ,1 ,.929 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Buckles,Jr,INF,CSUP,2013,2,184,52,121,11,0.94,27,0,0,0,0,0,No
Dunn,Jr,C,CSUP,2013,2,25,20,4,1,0.96,0,1,0,1,0,1,No
Fabrizio,Jr,P,CSUP,2013,2,14,5,7,2,0.857,0,8,6,0.571,0,0,No
Given,Jr,P,CSUP,2013,2,4,2,2,0,1,0,0,1,0,0,0,No
Kenebrew,Jr,OF,CSUP,2013,2,22,18,1,3,0.864,0,0,0,0,0,0,No
Sanchez,Jr,INF,CSUP,2013,2,137,46,81,10,0.927,9,0,0,0,0,0,No
Schoon,Jr,P,CSUP,2013,2,25,18,6,1,0.96,2,7,7,0.5,0,0,No
Smith,Jr,P,CSUP,2013,2,3,0,2,1,0.667,0,1,0,1,0,0,No
Ball,Jr,P,CSUP,2014,3,1,0,1,0,1,0,1,2,0.333,0,0,No
Bevington,Jr,P,CSUP,2014,3,3,1,2,0,1,0,3,1,0.75,0,0,No
Bristow,Jr,P,CSUP,2014,3,19,4,13,2,0.895,1,4,2,0.667,0,0,No
Busch,Jr,P,CSUP,2014,3,1,0,1,0,1,0,0,0,0,0,0,No
Casler,Jr,P,CSUP,2014,3,2,2,0,0,1,0,0,0,0,0,0,No
Chavez,Jr,OF,CSUP,2014,3,11,9,2,0,1,0,0,0,0,0,0,No
Finley,Jr,P,CSUP,2014,3,7,2,5,0,1,0,4,3,0.571,0,0,No
Goodwin,Jr,C,CSUP,2014,3,75,66,7,2,0.973,2,7,3,0.7,4,0,No
King,Jr,P,CSUP,2014,3,2,0,2,0,1,0,2,0,1,0,0,No
Masterson,Jr,P,CSUP,2014,3,2,0,2,0,1,0,0,1,0,0,0,No
Ortiz,Jr,INF,CSUP,2014,3,27,21,4,2,0.926,0,0,0,0,0,0,No
Ramsey,Jr,OF,CSUP,2014,3,25,24,0,1,0.96,0,0,0,0,0,0,No
Richins,Jr,INF,CSUP,2014,3,179,74,95,10,0.944,19,0,0,0,0,0,No
Rimer,Jr,P,CSUP,2014,3,10,2,6,2,0.8,1,2,0,1,0,0,No
Soto,Jr,P,CSUP,2014,3,12,4,6,2,0.833,0,5,3,0.625,0,0,No
Vigil,Jr,INF,CSUP,2014,3,18,9,9,0,1,3,0,0,0,0,0,No
Wagner,Jr,OF,CSUP,2014,3,100,95,3,2,0.98,3,0,0,0,0,0,No
Berg-Rose,Jr,INF, CSUP ,2015,2,39 ,36 ,3 ,0 ,1.000 ,4 ,0 ,0 ,0 ,0 ,0 ,No
Brady,Jr,OF, CSUP ,2015,2,8 ,7 ,0 ,1 ,.875 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Cebulski,Jr,C, CSUP ,2015,2,282 ,239 ,38 ,5 ,.982 ,0 ,32 ,10 ,.762 ,8 ,1 ,No
DeHerrera,Jr,C, CSUP ,2015,2,2 ,0 ,2 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Fessel,Jr,C, CSUP ,2015,2,92 ,84 ,8 ,0 ,1.000 ,1 ,12 ,3 ,.800 ,3 ,0 ,No
Gimenez,Jr,P, CSUP ,2015,2,2 ,1 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Godman,Jr,OF, CSUP ,2015,2,100 ,98 ,0 ,2 ,.980 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Griffin,Jr,OF, CSUP ,2015,2,8 ,7 ,0 ,1 ,.875 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Menocal,Jr,INF, CSUP ,2015,2,128 ,29 ,91 ,8 ,.938 ,7 ,0 ,0 ,0 ,0 ,0 ,No
Rich,Jr,P, CSUP ,2015,2,9 ,3 ,6 ,0 ,1.000 ,0 ,4 ,0 ,1.000 ,0 ,0 ,No
Tessone,Jr,P, CSUP ,2015,2,19 ,4 ,11 ,4 ,.789 ,0 ,9 ,0 ,1.000 ,0 ,0 ,No
Castaneda,Jr,INF, CSUP ,2016,3,2 ,0 ,2 ,0 ,1.000 ,1 ,1 ,0 ,1.000 ,0 ,0 ,No
Castaneda,Jr,P, CSUP ,2016,3,189 ,66 ,117 ,6 ,.968 ,28 ,0 ,0 ,0 ,0 ,0 ,No
Compehos,Jr,INF, CSUP ,2016,3,57 ,16 ,37 ,4 ,.930 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Compton,Jr,INF, CSUP ,2016,3,11 ,11 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Conlin,Jr,P, CSUP ,2016,3,15 ,3 ,11 ,1 ,.933 ,0 ,4 ,5 ,.444 ,0 ,0 ,No
Daniels,Jr,OF, CSUP ,2016,3,8 ,8 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Garcia,Jr,P, CSUP ,2016,3,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Gunther,Jr,INF, CSUP ,2016,3,24 ,4 ,17 ,3 ,.875 ,3 ,0 ,0 ,0 ,0 ,0 ,No
Jackson,Jr,OF, CSUP ,2016,3,47 ,43 ,0 ,4 ,.915 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Lazcano,Jr,P, CSUP ,2016,3,13 ,1 ,11 ,1 ,.923 ,1 ,3 ,1 ,.750 ,0 ,0 ,No
Letofsky,Jr,P, CSUP ,2016,3,3 ,2 ,1 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0,No
Nuernberg,Jr,P, CSUP ,2016,3,6 ,5 ,1 ,0 ,1.000 ,0 ,2 ,2 ,.500 ,0 ,0 ,No
Peeler,Jr,P, CSUP ,2016,3,16 ,6 ,8 ,2 ,.875 ,1 ,2 ,3 ,.400 ,0 ,0 ,No
Snyder,Jr,INF, CSUP ,2016,3,217 ,65 ,134 ,18 ,.917 ,34 ,0 ,0 ,0 ,0 ,0 ,No
Venegas,Jr,P, CSUP ,2016,3,10 ,3 ,5 ,2 ,.800 ,0 ,3 ,1 ,.750 ,0 ,0 ,No
Visinoni,Jr,P, CSUP ,2016,3,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Weinberg,Jr,P, CSUP ,2016,3,13 ,2 ,11 ,0 ,1.000 ,0 ,13 ,4 ,.765 ,0 ,0 ,No
Wilde,Jr,P, CSUP ,2016,3,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Willman,Jr,OF, CSUP ,2016,3,10 ,7 ,0 ,3 ,.700 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Boyd,Jr,INF, CSUP ,2017,4,58 ,31 ,19 ,8 ,.862 ,3 ,0 ,0 ,0 ,0 ,0 ,No
Devery,Jr,INF, CSUP ,2017,4,96 ,24 ,64 ,8 ,.917 ,9 ,0 ,0 ,0 ,0 ,0 ,No
Duarte,Jr,OF, CSUP ,2017,4,47 ,41 ,3 ,3 ,.936 ,0 ,0 ,0 ,0 ,0 ,0 ,No
