Player ,Grade,Position,Team,Year ,ConfStanding,c,po,a,e,fp,dp,sba,csb,sbap,pb,ci,GoldGlove
Follett,Jr,P, CSUP ,2017,4,5 ,2 ,2 ,1 ,.800 ,0 ,3 ,0 ,1.000 ,0 ,0 ,No
Fuhrman,Jr,INF, CSUP ,2017,4,40 ,13 ,26 ,1 ,.975 ,3 ,1 ,1 ,.500 ,0 ,0 ,No
Gendian,Jr,P, CSUP ,2017,4,0 ,0 ,0 ,0 ,.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Hoffman,Jr,OF, CSUP ,2017,4,88 ,79 ,6 ,3 ,.966 ,1 ,3 ,1 ,.750 ,0 ,0 ,No
Honorof,Jr,P, CSUP ,2017,4,2 ,0 ,2 ,0 ,1.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Lighthall,Jr,P, CSUP ,2017,4,12 ,3 ,9 ,0 ,1.000 ,0 ,0 ,2 ,.000 ,0 ,0 ,No
Ricklefs,Jr,P, CSUP ,2017,4,3 ,0 ,3 ,0 ,1.000 ,0 ,3 ,1 ,.750 ,0 ,0 ,No
Rohleder,Jr,P, CSUP ,2017,4,4 ,0 ,4 ,0 ,1.000 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Romero,Jr,C, CSUP ,2017,4,263 ,226 ,34 ,3 ,.989 ,1 ,30 ,13 ,.698 ,10 ,3 ,No
Steele,Jr,INF, CSUP ,2017,4,14 ,5 ,8 ,1 ,.929 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Telander,Jr,OF, CSUP ,2017,4,12 ,12 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Baldini,Jr,INF,MSUD,2013,6,227,99,122,6,0.974,29,0,0,0,0,0,No
Ford,Jr,P,MSUD,2013,6,3,0,3,0,1,1,3,1,0.75,0,0,No
Hand,Jr,P,MSUD,2013,6,5,0,4,1,0.8,0,1,2,0.333,0,0,No
Hill,Jr,P,MSUD,2013,6,2,0,1,1,0.5,0,4,1,0.8,0,0,No
Reeves,Jr,INF,MSUD,2013,6,13,4,6,3,0.769,1,0,0,0,0,0,No
Gibbons,Jr,OF,MSUD,2014,7,106,98,3,5,0.953,1,0,0,0,0,0,No
Hammett,Jr,P,MSUD,2014,7,20,4,14,2,0.9,2,5,3,0.625,0,0,No
Lalk,Jr,P,MSUD,2014,7,9,3,6,0,1,1,5,1,0.833,0,0,No
Lynes,Jr,C,MSUD,2014,7,5,4,0,1,0.8,0,0,0,0,1,1,No
Miller,Jr,INF,MSUD,2014,7,254,243,8,3,0.988,34,0,0,0,0,0,No
Roth,Jr,P,MSUD,2014,7,4,2,2,0,1,0,4,2,0.667,0,0,No
Spirek,Jr,INF,MSUD,2014,7,39,16,19,4,0.897,6,0,0,0,0,0,No
Thill,Jr,P,MSUD,2014,7,5,1,3,1,0.8,0,3,5,0.375,0,0,No
Westerberg,Jr,INF,MSUD,2014,7,99,38,58,3,0.97,13,0,0,0,0,0,No
Comito,Jr,INF, MSUD ,2015,3,174 ,68 ,99 ,7 ,.960 ,17 ,0 ,0 ,0 ,0 ,0 ,No
Levett,Jr,OF, MSUD ,2015,3,13 ,12 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Mau,Jr,OF, MSUD ,2015,3,5 ,5 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Pavel,Jr,P, MSUD ,2015,3,6 ,1 ,4 ,1 ,.833 ,0 ,0 ,1 ,.000 ,0 ,0 ,No
Stroup,Jr,P, MSUD ,2015,3,5 ,1 ,4 ,0 ,1.000 ,0 ,2 ,1 ,.667 ,0 ,0 ,No
Walker,Jr,OF, MSUD ,2015,3,86 ,78 ,3 ,5 ,.942 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Baca,Jr,P, MSUD ,2016,5,15 ,1 ,14 ,0 ,1.000 ,1 ,2 ,0 ,1.000 ,0 ,0 ,No
Bean,Jr,C, MSUD ,2016,5,150 ,128 ,21 ,1 ,.993 ,1 ,12 ,6 ,.667 ,5 ,0 ,No
Ekman,Jr,OF, MSUD ,2016,5,44 ,39 ,2 ,3 ,.932 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Mau,Jr,OF, MSUD ,2016,5,35 ,32 ,2 ,1 ,.971 ,0 ,0 ,0 ,0 ,0 ,0 ,No
McCaskey,Jr,C, MSUD ,2016,5,132 ,112 ,17 ,3 ,.977 ,0 ,15 ,8 ,.652 ,7 ,1,No
Moore,Jr,P, MSUD ,2016,5,2 ,1 ,1 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Paust,Jr,INF, MSUD ,2016,5,388 ,366 ,19 ,3 ,.992 ,32 ,0 ,0 ,0 ,0 ,0 ,No
Smith,Jr,P, MSUD ,2016,5,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Stimpson,Jr,P, MSUD ,2016,5,2 ,2 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Thurston,Jr,INF, MSUD ,2016,5,192 ,53 ,130 ,9 ,.953 ,25 ,0 ,0 ,0 ,0 ,0 ,No
Donaldson,Jr,OF, MSUD ,2017,3,88 ,78 ,5 ,5 ,.943 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Hansen,Jr,P, MSUD ,2017,3,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Kennedy,Jr,OF, MSUD ,2017,3,56 ,48 ,3 ,5 ,.911 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Maloney,Jr,INF, MSUD ,2017,3,90 ,20 ,65 ,5 ,.944 ,7 ,0 ,0 ,0 ,0 ,0 ,No
Ortiz,Jr,INF, MSUD ,2017,3,256 ,119 ,128 ,9 ,.965 ,30 ,0 ,0 ,0 ,0 ,0 ,No
Roley,Jr,P, MSUD ,2017,3,3 ,1 ,2 ,0 ,1.000 ,1 ,1 ,0 ,1.000 ,0 ,0 ,No
Smith,Jr,P, MSUD ,2017,3,2 ,0 ,2 ,0 ,1.000 ,0 ,3 ,0 ,1.000 ,0 ,0 ,No
Strube,Jr,P, MSUD ,2017,3,9 ,1 ,7 ,1 ,.889 ,0 ,10 ,7 ,.588 ,0 ,0 ,No
Bazuin,Jr,UT,NMHU,2013,3,123,114,9,0,1,9,0,0,0,0,0,No
Clark,Jr,P,NMHU,2013,3,8,3,5,0,1,1,4,0,1,0,0,No
Davis,Jr,C,NMHU,2013,3,21,20,1,0,1,0,0,0,0,0,0,No
Goliat,Jr,OF,NMHU,2013,3,92,87,0,5,0.946,0,0,0,0,0,0,No
Hansen,Jr,P,NMHU,2013,3,12,5,5,2,0.833,0,5,0,1,0,0,No
Hayes,Jr,INF,NMHU,2013,3,131,38,85,8,0.939,13,0,0,0,0,0,No
Hernandez,Jr,P,NMHU,2013,3,13,3,9,1,0.923,0,11,2,0.846,0,0,No
Ledford,Jr,INF,NMHU,2013,3,139,128,6,5,0.964,9,0,0,0,0,0,No
Martinez,Jr,P,NMHU,2013,3,0,0,0,0,0,0,0,0,0,0,0,No
Middleton,Jr,OF,NMHU,2013,3,70,69,1,0,1,0,0,0,0,0,0,No
Rodriguez,Jr,INF,NMHU,2013,3,40,12,26,2,0.95,2,0,0,0,0,0,No
Stavinoha,Jr,INF,NMHU,2013,3,18,5,10,3,0.833,3,0,0,0,0,0,No
Brown,Jr,P,NMHU,2014,2,7,2,5,0,1,1,3,2,0.6,0,0,No
Cervantes,Jr,INF,NMHU,2014,2,61,29,28,4,0.934,4,0,0,0,0,0,No
Gonzales,Jr,INF,NMHU,2014,2,200,94,98,8,0.96,27,0,0,0,0,0,No
Harrison,Jr,P,NMHU,2014,2,18,2,15,1,0.944,1,9,8,0.529,0,0,No
Hicks,Jr,P,NMHU,2014,2,0,0,0,0,0,0,2,0,1,0,0,No
McCasland,Jr,C,NMHU,2014,2,258,208,45,5,0.981,0,39,24,0.619,8,1,No
McRae,Jr,P,NMHU,2014,2,9,2,7,0,1,0,0,5,0,0,0,No
Ratterman,Jr,OF,NMHU,2014,2,69,63,1,5,0.928,0,0,0,0,0,0,No
Settles,Jr,P,NMHU,2014,2,5,0,5,0,1,0,3,2,0.6,0,0,No
Sordia,Jr,INF,NMHU,2014,2,15,15,0,0,1,4,0,0,0,0,0,No
Stanton,Jr,C,NMHU,2014,2,31,29,0,2,0.935,0,0,0,0,0,0,No
Wilmer,Jr,OF,NMHU,2014,2,70,65,3,2,0.971,0,0,0,0,0,0,No
Young,Jr,OF,NMHU,2014,2,20,17,3,0,1,1,0,0,0,0,0,No
Brandon,Jr,P, NMHU ,2015,5,11 ,0 ,9 ,2 ,.818 ,0 ,10 ,4 ,.714 ,0 ,0 ,No
Caporal,Jr,INF, NMHU ,2015,5,228 ,76 ,145 ,7 ,.969 ,25 ,0 ,0 ,0 ,0 ,0 ,No
Demarest,Jr,P, NMHU ,2015,5,3 ,2 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Fudge,Jr,OF, NMHU ,2015,5,57 ,52 ,1 ,4 ,.930 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Gutierrez,Jr,P, NMHU ,2015,5,8 ,1 ,7 ,0 ,1.000 ,1 ,2 ,1 ,.667 ,0 ,0 ,No
Moroyoqui,Jr,P, NMHU ,2015,5,2 ,0 ,2 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Agosto,Jr,P, NMHU ,2016,7,1 ,0 ,1 ,0 ,1.000 ,0 ,4 ,0 ,1.000 ,0 ,0 ,No
Bishop,Jr,P, NMHU ,2016,7,1 ,0 ,1 ,0 ,1.000 ,0 ,0 ,1 ,.000 ,0 ,0 ,No
Blackwell,Jr,UT, NMHU ,2016,7,5 ,4 ,0 ,1 ,.800 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Castro,Jr,UT, NMHU ,2016,7,39 ,16 ,21 ,2 ,.949 ,7 ,0 ,0 ,0 ,0 ,0 ,No
Chaparro,Jr,OF, NMHU ,2016,7,67 ,59 ,4 ,4 ,.940 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Drury,Jr,OF, NMHU ,2016,7,56 ,53 ,2 ,1 ,.982 ,5 ,0 ,0 ,0 ,0 ,0 ,No
Garcia,Jr,OF, NMHU ,2016,7,113 ,111 ,0 ,2 ,.982 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Lawson,Jr,P, NMHU ,2016,7,14 ,1 ,12 ,1 ,.929 ,0 ,12 ,4 ,.750 ,0 ,0 ,No
McCarty,Jr,OF, NMHU ,2016,7,126 ,120 ,4 ,2 ,.984 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Medina,Jr,C, NMHU ,2016,7,205 ,190 ,12 ,3 ,.985 ,2 ,49 ,8 ,.860 ,7 ,0 ,No
Nelson,Jr,P, NMHU ,2016,7,3 ,0 ,3 ,0 ,1.000 ,0 ,3 ,0 ,1.000 ,0 ,0 ,No
Norris,Jr,P, NMHU ,2016,7,3 ,1 ,2 ,0 ,1.000 ,1 ,5 ,1 ,.833 ,0 ,0 ,No
Siedlecki,Jr,P, NMHU ,2016,7,10 ,5 ,4 ,1 ,.900 ,0 ,6 ,2 ,.750 ,0 ,0 ,No
Sielinski,Jr,C, NMHU ,2016,7,78 ,69 ,8 ,1 ,.987 ,0 ,21 ,4 ,.840 ,8 ,0 ,No
Silva,Jr,INF, NMHU ,2016,7,315 ,281 ,28 ,6 ,.981 ,31 ,0 ,0 ,0 ,0 ,0 ,No
Smithson,Jr,C, NMHU ,2016,7,2 ,2 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Stanage,Jr,UT, NMHU ,2016,7,33 ,12 ,20 ,1 ,.970 ,6 ,0 ,0 ,0 ,0 ,0 ,No
Trujillo,Jr,P, NMHU ,2016,7,8 ,1 ,7 ,0 ,1.000 ,0 ,11 ,2 ,.846 ,0 ,0 ,No
Bedsole,Jr,P, NMHU ,2017,7,9 ,3 ,6 ,0 ,1.000 ,1 ,3 ,0 ,1.000 ,0 ,0 ,No
Brennan,Jr,P, NMHU ,2017,7,3 ,0 ,2 ,1 ,.667 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Cordova,Jr,C, NMHU ,2017,7,220 ,179 ,32 ,9 ,.959 ,0 ,34 ,10 ,.773 ,9 ,1 ,No
Herrera,Jr,P, NMHU ,2017,7,1 ,0 ,1 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Inman,Jr,INF, NMHU ,2017,7,9 ,9 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Martin,Jr,P, NMHU ,2017,7,7 ,1 ,6 ,0 ,1.000 ,0 ,1 ,2 ,.333 ,0 ,0 ,No
O'Keefe,Jr,OF, NMHU ,2017,7,3 ,3 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Ornelas,Jr,INF, NMHU ,2017,7,128 ,30 ,86 ,12 ,.906 ,6 ,0 ,0 ,0 ,0 ,0 ,No
Pacheco,Jr,P, NMHU ,2017,7,11 ,0 ,10 ,1 ,.909 ,0 ,7 ,4 ,.636 ,0 ,0 ,No
Perez,Jr,OF, NMHU ,2017,7,70 ,63 ,4 ,3 ,.957 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Simmons,Jr,INF, NMHU ,2017,7,178 ,58 ,101 ,19 ,.893 ,24 ,0 ,0 ,0 ,0 ,0 ,No
Gustin,Jr,OF,RU,2013,4,36,34,2,0,1,0,0,0,0,0,0,No
Koch,Jr,P,RU,2013,4,2,0,2,0,1,0,0,0,0,0,0,No
Mielnicki,Jr,P,RU,2013,4,1,0,1,0,1,0,1,1,0.5,0,0,No
Piazza,Jr,INF,RU,2013,4,372,345,24,3,0.992,30,0,0,0,0,0,No
Picconi,Jr,P,RU,2013,4,0,0,0,0,0,0,0,0,0,0,0,No
Porras,Jr,OF,RU,2013,4,10,9,0,1,0.9,0,0,0,0,0,0,No
Rollinson,Jr,OF,RU,2013,4,2,2,0,0,1,0,0,0,0,0,0,No
Ross,Jr,P,RU,2013,4,8,2,6,0,1,0,1,0,1,0,0,No
Schicktanz,Jr,INF,RU,2013,4,98,29,62,7,0.929,4,0,0,0,0,0,No
Shoutta,Jr,DH,RU,2013,4,58,53,3,2,0.966,5,0,0,0,0,0,No
Tosches,Jr,OF,RU,2013,4,9,8,0,1,0.889,1,0,0,0,0,0,No
Blaylock,Jr,P,RU,2014,5,3,1,2,0,1,0,2,1,0.667,0,0,No
Hemphill,Jr,P,RU,2014,5,6,0,4,2,0.667,1,1,1,0.5,0,0,No
Heyliger,Jr,P,RU,2014,5,3,1,2,0,1,0,6,1,0.857,0,0,No
Kesthely,Jr,C,RU,2014,5,80,65,10,5,0.938,0,17,5,0.773,4,0,No
Knox,Jr,INF,RU,2014,5,205,75,123,7,0.966,24,0,0,0,0,0,No
Overboe,Jr,C, RU ,2015,7,70 ,60 ,10 ,0 ,1.000 ,0 ,6 ,8 ,.429 ,2 ,0 ,No
Sture,Jr,OF, RU ,2015,7,23 ,21 ,2 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Waterman,Jr,P, RU ,2015,7,2 ,2 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Byers,Jr,OF, RU ,2015,7,68 ,66 ,0 ,2 ,.971 ,0 ,0 ,0 ,0 ,0 ,0 ,No
McGrady,Jr,INF, RU ,2015,7,64 ,59 ,3 ,2 ,.969 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Benedict,Jr,INF, RU ,2015,7,113 ,63 ,46 ,4 ,.965 ,2 ,5 ,2 ,.714 ,5 ,0 ,No
Navarro,Jr,INF, RU ,2015,7,28 ,26 ,1 ,1 ,.964 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Burciaga,Jr,INF, RU ,2015,7,128 ,96 ,26 ,6 ,.953 ,5 ,18 ,1 ,.947 ,9 ,1 ,No
LaComb,Jr,INF, RU ,2015,7,185 ,69 ,106 ,10 ,.946 ,25 ,0 ,0 ,0 ,0 ,0 ,No
Schwein,Jr,P, RU ,2015,7,24 ,8 ,14 ,2 ,.917 ,0 ,7 ,1 ,.875 ,0 ,0 ,No
Kennedy,Jr,P, RU ,2015,7,7 ,0 ,6 ,1 ,.857 ,1 ,5 ,1 ,.833 ,0 ,0 ,No
Long,Jr,P, RU ,2015,7,4 ,0 ,2 ,2 ,.500 ,0 ,7 ,0 ,1.000 ,0 ,0 ,No
Montano,Jr,P, RU ,2016,6,9 ,2 ,7 ,0 ,1.000 ,0 ,3 ,2 ,.600 ,0 ,0 ,No
Potter,Jr,OF, RU ,2016,6,4 ,4 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Newell,Jr,OF, RU ,2016,6,66 ,62 ,3 ,1 ,.985 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Fabricant,Jr,INF, RU ,2016,6,157 ,44 ,95 ,18 ,.885 ,18 ,0 ,0 ,0 ,0 ,0 ,No
Thoutt,Jr,P, RU ,2016,6,7 ,1 ,5 ,1 ,.857 ,0 ,8 ,3 ,.727 ,0 ,0 ,No
DiPaola,Jr,P, RU ,2016,6,5 ,0 ,3 ,2 ,.600 ,0 ,0 ,0 ,0 ,0 ,0 ,No
O'Brien,Jr,P, RU ,2016,6,2 ,0 ,1 ,1 ,.500 ,0 ,3 ,0 ,1.000 ,0 ,0 ,No
Bitar,Jr,C, RU ,2017,6,49 ,46 ,3 ,0 ,1.000 ,0 ,8 ,0 ,1.000 ,6 ,0 ,No
Bryniarski,Jr,INF, RU ,2017,6,461 ,421 ,25 ,15 ,.967 ,37 ,0 ,0 ,0 ,0 ,0 ,No
Dedin,Jr,INF, RU ,2017,6,10 ,9 ,1 ,0 ,1.000 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Gotsis,Jr,P, RU ,2017,6,18 ,4 ,13 ,1 ,.944 ,0 ,6 ,1 ,.857 ,0 ,0 ,No
Griffith,Jr,P, RU ,2017,6,1 ,1 ,0 ,0 ,1.000 ,0 ,3 ,2 ,.600 ,0 ,0 ,No
Kenny,Jr,P, RU ,2017,6,8 ,1 ,7 ,0 ,1.000 ,0 ,7 ,1 ,.875 ,0 ,0 ,No
Kobar,Jr,C, RU ,2017,6,295 ,252 ,40 ,3 ,.990 ,0 ,41 ,16 ,.719 ,10 ,0 ,No
Quackenbush,Jr,P, RU ,2017,6,17 ,5 ,10 ,2 ,.882 ,1 ,7 ,3 ,.700 ,0 ,0 ,No
Rochon,Jr,INF, RU ,2017,6,6 ,6 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Skillings,Jr,INF, RU ,2017,6,140 ,30 ,96 ,14 ,.900 ,5 ,0 ,0 ,0 ,0 ,0 ,No
Aufderheide,Jr,P, UCCS ,2017,5,14 ,6 ,8 ,0 ,1.000 ,0 ,7 ,1 ,.875 ,0 ,0 ,No
Chapin,Jr,C, UCCS ,2017,5,100 ,82 ,15 ,3 ,.970 ,0 ,17 ,9 ,.654 ,6 ,0 ,No
Chapin,Jr,INF, UCCS ,2017,5,47 ,42 ,3 ,2 ,.957 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Hall,Jr,OF, UCCS ,2017,5,87 ,83 ,2 ,2 ,.977 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Hochmuth,Jr,INF, UCCS ,2017,5,43 ,42 ,1 ,0 ,1.000 ,5 ,0 ,0 ,0 ,0 ,0 ,No
Keil,Jr,OF, UCCS ,2017,5,22 ,19 ,2 ,1 ,.955 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Neeley,Jr,P, UCCS ,2017,5,9 ,0 ,8 ,1 ,.889 ,0 ,6 ,5 ,.545 ,0 ,0 ,No
Pratt,Jr,P, UCCS ,2017,5,10 ,0 ,10 ,0 ,1.000 ,0 ,1 ,1 ,.500 ,0 ,0 ,No
Alexander,Jr ,P, CSM ,2015,6,91 ,64 ,22 ,5 ,.945 ,10 ,0 ,0 ,0 ,0 ,0 ,No
Bevan,Jr ,INF, CSM ,2015,6,59 ,18 ,36 ,5 ,.915 ,8 ,0 ,0 ,0 ,0 ,0 ,No
Kovach,Jr ,P, CSM ,2015,6,1 ,0 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Olinger,Jr ,UT, CSM ,2015,6,146 ,119 ,19 ,8 ,.945 ,9 ,5 ,2 ,.714 ,0 ,0 ,No
Ramos,Jr ,INF, CSM ,2015,6,43 ,11 ,27 ,5 ,.884 ,5 ,0 ,0 ,0 ,0 ,0 ,No
Rodgers,Jr ,P, CSM ,2015,6,8 ,2 ,4 ,2 ,.750 ,0 ,8 ,3 ,.727 ,0 ,0 ,No
Rooney,Jr ,P, CSM ,2015,6,20 ,5 ,15 ,0 ,1.000 ,1 ,5 ,3 ,.625 ,0 ,0 ,No
Wardle,Jr ,INF, CSM ,2017,2,60 ,19 ,37 ,4 ,.933 ,9 ,0 ,0 ,0 ,0 ,0 ,No
Martinez,RFr,C,CSUP,2013,2,8,8,0,0,1,0,0,0,0,2,0,No
Mondragon,RFr,UT,CSUP,2014,3,5,5,0,0,1,0,0,0,0,0,0,No
Vinci,RFr,INF,CSUP,2014,3,4,1,2,1,0.75,1,0,0,0,0,0,No
Bybee,R-Fr,INF,ASU,2014,6,0,0,0,0,0,0,0,0,0,0,0,No
Cantwell,R-Fr,C,CMU,2013,1,0,0,0,0,0,0,0,0,0,0,0,No
Samuels,R-Fr,INF,CMU,2013,1,0,0,0,0,0,0,0,0,0,0,0,No
Ballard,R-Fr,P, CMU ,2015,1,4 ,1 ,3 ,0 ,1.000 ,0 ,1 ,2 ,.333 ,0 ,0 ,No
Ballard,R-Fr,OF, CMU ,2015,1,1 ,1 ,0 ,0 ,1.000 ,0 ,0 ,1 ,.000 ,0 ,0 ,No
Cremers,R-Fr,P, CMU ,2016,1,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Shapiro,R-Fr,OF, CMU ,2016,1,3 ,3 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Goldsmith,R-Fr,OF,CSM,2013,5,2,2,0,0,1,0,0,0,0,0,0,No
Maloney,R-Fr,C,CSM,2013,5,9,8,0,1,0.889,0,0,0,0,0,1,No
Martinez,R-Fr,INF,CSM,2013,5,17,8,9,0,1,1,0,0,0,0,0,No
Thomas,R-Fr,INF, CSM ,2015,6,23 ,19 ,3 ,1 ,.957 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Howard,R-Fr,INF, CSM ,2016,2,2 ,0 ,2 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Moxley,R-Fr,C, CSM ,2016,2,1 ,0 ,1 ,0 ,1.000 ,1 ,1 ,3 ,.250 ,0 ,0 ,No
Roberts,R-Fr,P, CSM ,2016,2,1 ,0 ,0 ,1 ,.000 ,0 ,0 ,1 ,.000 ,0 ,0 ,No
Gardner,R-Fr,P, CSM ,2017,2,3 ,3 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Kehe,R-Fr,OF, CSM ,2017,2,62 ,58 ,4 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Slusser,R-Fr,OF, CSM ,2017,2,3 ,0 ,3 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Stinson,R-Fr,INF, CSM ,2017,2,1 ,0 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Hernandez,R-Fr,P, CSUP ,2015,2,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Arellano,R-Fr,INF, CSUP ,2017,4,2 ,0 ,2 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Smith,R-Fr,INF, CSUP ,2017,4,30 ,28 ,1 ,1 ,.967 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Baca,R-Fr,P,MSUD,2014,7,13,4,9,0,1,0,6,2,0.75,0,0,No
Donaldson,R-Fr,INF, MSUD ,2015,3,67 ,47 ,18 ,2 ,.970 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Garcia,R-Fr,P, MSUD ,2015,3,14 ,2 ,11 ,1 ,.929 ,0 ,5 ,5 ,.500 ,0 ,0 ,No
Maloney,R-Fr,INF, MSUD ,2015,3,118 ,28 ,83 ,7 ,.941 ,6 ,0 ,0 ,0 ,0 ,0 ,No
Hogoboom,R-Fr,P, MSUD ,2016,5,6 ,0 ,5 ,1 ,.833 ,0 ,0 ,1 ,.000 ,0 ,0 ,No
Arnold,R-Fr,P, MSUD ,2017,3,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Adams,R-Fr,P,NMHU,2014,2,0,0,0,0,0,0,0,0,0,0,0,No
Demarest,R-Fr,P,NMHU,2014,2,0,0,0,0,0,0,0,0,0,0,0,No
Hynes,R-Fr,P, NMHU ,2015,5,5 ,2 ,2 ,1 ,.800 ,0 ,5 ,1 ,.833 ,0 ,0 ,No
Heflebower,R-Fr,INF, RU ,2016,6,79 ,16 ,59 ,4 ,.949 ,11 ,0 ,0 ,0 ,0 ,0 ,No
Adamscheck,R-Fr,P, UCCS ,2017,5,0 ,0 ,0 ,0 ,.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Mallon,R-Fr,INF, UCCS ,2017,5,350 ,319 ,27 ,4 ,.989 ,36 ,0 ,0 ,0 ,0 ,0 ,No
Matheny,R-Fr,OF, UCCS ,2017,5,72 ,65 ,4 ,3 ,.958 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Rubino,R-Fr,UT, UCCS ,2017,5,1 ,0 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
